,ts_code,symbol,name,area,industry,market,list_date
0,000004.SZ,000004,ST国华,深圳,软件服务,主板,19910114
1,000005.SZ,000005,ST星源,深圳,环境保护,主板,19901210
2,000006.SZ,000006,深振业A,深圳,区域地产,主板,19920427
3,000007.SZ,000007,全新好,深圳,其他商业,主板,19920413
4,000010.SZ,000010,美丽生态,深圳,建筑工程,主板,19951027
5,000011.SZ,000011,深物业A,深圳,区域地产,主板,19920330
6,000014.SZ,000014,沙河股份,深圳,全国地产,主板,19920602
7,000017.SZ,000017,深中华A,深圳,服饰,主板,19920331
8,000020.SZ,000020,深华发A,深圳,元器件,主板,19920428
9,000023.SZ,000023,深天地A,深圳,水泥,主板,19930429
10,000025.SZ,000025,特力A,深圳,汽车服务,主板,19930621
11,000026.SZ,000026,飞亚达,深圳,服饰,主板,19930603
12,000029.SZ,000029,深深房A,深圳,区域地产,主板,19930915
13,000036.SZ,000036,华联控股,深圳,全国地产,主板,19940617
14,000037.SZ,000037,深南电A,深圳,火力发电,主板,19940701
15,000038.SZ,000038,*ST大通,深圳,综合类,主板,19940808
16,000040.SZ,000040,东旭蓝天,深圳,新型电力,主板,19940808
17,000042.SZ,000042,中洲控股,深圳,全国地产,主板,19940921
18,000045.SZ,000045,深纺织A,深圳,元器件,主板,19940815
19,000055.SZ,000055,方大集团,深圳,装修装饰,主板,19960415
20,000056.SZ,000056,皇庭国际,深圳,房产服务,主板,19960708
21,000058.SZ,000058,深赛格,深圳,商品城,主板,19961226
22,000065.SZ,000065,北方国际,北京,建筑工程,主板,19980605
23,000068.SZ,000068,华控赛格,深圳,环境保护,主板,19970611
24,000070.SZ,000070,特发信息,深圳,通信设备,主板,20000511
25,000096.SZ,000096,广聚能源,深圳,石油贸易,主板,20000724
26,000099.SZ,000099,中信海直,深圳,空运,主板,20000731
27,000150.SZ,000150,*ST宜康,广东,生物制药,主板,20000807
28,000151.SZ,000151,中成股份,北京,商贸代理,主板,20000906
29,000153.SZ,000153,丰原药业,安徽,化学制药,主板,20000920
30,000159.SZ,000159,国际实业,新疆,石油贸易,主板,20000926
31,000404.SZ,000404,长虹华意,江西,家用电器,主板,19960619
32,000407.SZ,000407,胜利股份,山东,供气供热,主板,19960703
33,000409.SZ,000409,云鼎科技,山东,软件服务,主板,19960627
34,000410.SZ,000410,*ST沈机,辽宁,机床制造,主板,19960718
35,000411.SZ,000411,英特集团,浙江,医药商业,主板,19960716
36,000413.SZ,000413,东旭光电,河北,元器件,主板,19960925
37,000416.SZ,000416,民生控股,山东,多元金融,主板,19960719
38,000417.SZ,000417,合肥百货,安徽,百货,主板,19960812
39,000419.SZ,000419,通程控股,湖南,百货,主板,19960816
40,000421.SZ,000421,南京公用,江苏,供气供热,主板,19960806
41,000428.SZ,000428,华天酒店,湖南,酒店餐饮,主板,19960808
42,000430.SZ,000430,张家界,湖南,旅游景点,主板,19960829
43,000503.SZ,000503,国新健康,海南,软件服务,主板,19921130
44,000504.SZ,000504,南华生物,湖南,医疗保健,主板,19921208
45,000505.SZ,000505,京粮控股,海南,食品,主板,19921221
46,000506.SZ,000506,中润资源,山东,黄金,主板,19930312
47,000507.SZ,000507,珠海港,广东,港口,主板,19930326
48,000509.SZ,000509,华塑控股,四川,元器件,主板,19930507
49,000510.SZ,000510,新金路,四川,化工原料,主板,19930507
50,000514.SZ,000514,渝开发,重庆,区域地产,主板,19930712
51,000516.SZ,000516,国际医学,陕西,医疗保健,主板,19930809
52,000517.SZ,000517,荣安地产,浙江,区域地产,主板,19930806
53,000518.SZ,000518,四环生物,江苏,生物制药,主板,19930908
54,000520.SZ,000520,长航凤凰,湖北,水运,主板,19931025
55,000521.SZ,000521,长虹美菱,安徽,家用电器,主板,19931018
56,000523.SZ,000523,广州浪奇,广东,日用化工,主板,19931108
57,000524.SZ,000524,岭南控股,广东,旅游服务,主板,19931118
58,000525.SZ,000525,ST红太阳,江苏,农药化肥,主板,19931028
59,000526.SZ,000526,学大教育,福建,文教休闲,主板,19931101
60,000529.SZ,000529,广弘控股,广东,出版业,主板,19931118
61,000530.SZ,000530,冰山冷热,辽宁,机械基件,主板,19931208
62,000531.SZ,000531,穗恒运A,广东,火力发电,主板,19940106
63,000532.SZ,000532,华金资本,广东,多元金融,主板,19940103
64,000533.SZ,000533,顺钠股份,广东,电气设备,主板,19940103
65,000534.SZ,000534,万泽股份,广东,生物制药,主板,19940110
66,000541.SZ,000541,佛山照明,广东,家用电器,主板,19931123
67,000544.SZ,000544,中原环保,河南,环境保护,主板,19931208
68,000545.SZ,000545,金浦钛业,吉林,化工原料,主板,19931215
69,000548.SZ,000548,湖南投资,湖南,路桥,主板,19931220
70,000551.SZ,000551,创元科技,江苏,专用机械,主板,19940106
71,000552.SZ,000552,靖远煤电,甘肃,煤炭开采,主板,19940106
72,000554.SZ,000554,泰山石油,山东,石油贸易,主板,19931215
73,000557.SZ,000557,西部创业,宁夏,铁路,主板,19940617
74,000558.SZ,000558,莱茵体育,浙江,文教休闲,主板,19940509
75,000561.SZ,000561,烽火电子,陕西,通信设备,主板,19940509
76,000564.SZ,000564,ST大集,陕西,百货,主板,19940110
77,000565.SZ,000565,渝三峡A,重庆,染料涂料,主板,19940408
78,000566.SZ,000566,海南海药,海南,化学制药,主板,19940525
79,000570.SZ,000570,苏常柴A,江苏,农用机械,主板,19940701
80,000571.SZ,000571,ST大洲,海南,煤炭开采,主板,19940525
81,000573.SZ,000573,粤宏远A,广东,区域地产,主板,19940815
82,000576.SZ,000576,甘化科工,广东,食品,主板,19940907
83,000584.SZ,000584,哈工智能,江苏,专用机械,主板,19951128
84,000586.SZ,000586,汇源通信,四川,通信设备,主板,19951220
85,000587.SZ,000587,*ST金洲,黑龙江,服饰,主板,19960425
86,000589.SZ,000589,贵州轮胎,贵州,汽车配件,主板,19960308
87,000590.SZ,000590,启迪药业,湖南,中成药,主板,19960119
88,000592.SZ,000592,平潭发展,福建,林业,主板,19960327
89,000593.SZ,000593,德龙汇能,四川,供气供热,主板,19960312
90,000595.SZ,000595,宝塔实业,宁夏,机械基件,主板,19960419
91,000597.SZ,000597,东北制药,辽宁,化学制药,主板,19960523
92,000599.SZ,000599,青岛双星,山东,汽车配件,主板,19960430
93,000601.SZ,000601,韶能股份,广东,水力发电,主板,19960830
94,000605.SZ,000605,渤海股份,北京,水务,主板,19960913
95,000606.SZ,000606,*ST顺利,青海,互联网,主板,19961004
96,000607.SZ,000607,华媒控股,浙江,广告包装,主板,19960830
97,000608.SZ,000608,阳光股份,广西,区域地产,主板,19960919
98,000609.SZ,000609,中迪投资,北京,区域地产,主板,19961010
99,000610.SZ,000610,西安旅游,陕西,旅游服务,主板,19960926
100,000615.SZ,000615,奥园美谷,湖北,医疗保健,主板,19961016
101,000616.SZ,000616,ST海投,辽宁,全国地产,主板,19961108
102,000619.SZ,000619,海螺新材,安徽,其他建材,主板,19961023
103,000620.SZ,000620,新华联,北京,全国地产,主板,19961029
104,000622.SZ,000622,恒立实业,湖南,批发业,主板,19961107
105,000628.SZ,000628,高新发展,四川,建筑工程,主板,19961118
106,000631.SZ,000631,顺发恒业,吉林,区域地产,主板,19961122
107,000632.SZ,000632,三木集团,福建,综合类,主板,19961121
108,000633.SZ,000633,合金投资,新疆,小金属,主板,19961112
109,000635.SZ,000635,英力特,宁夏,化工原料,主板,19961120
110,000637.SZ,000637,茂化实华,广东,石油加工,主板,19961114
111,000638.SZ,000638,万方发展,吉林,软件服务,主板,19961126
112,000639.SZ,000639,西王食品,山东,食品,主板,19961126
113,000655.SZ,000655,金岭矿业,山东,普钢,主板,19961128
114,000659.SZ,000659,珠海中富,广东,广告包装,主板,19961203
115,000663.SZ,000663,永安林业,福建,林业,主板,19961206
116,000665.SZ,000665,湖北广电,湖北,影视音像,主板,19961210
117,000666.SZ,000666,经纬纺机,北京,多元金融,主板,19961210
118,000667.SZ,000667,美好置业,云南,全国地产,主板,19961205
119,000668.SZ,000668,荣丰控股,山东,医药商业,主板,19961210
120,000669.SZ,000669,ST金鸿,吉林,供气供热,主板,19961210
121,000670.SZ,000670,盈方微,湖北,元器件,主板,19961217
122,000677.SZ,000677,恒天海龙,山东,化纤,主板,19961226
123,000678.SZ,000678,襄阳轴承,湖北,汽车配件,主板,19970106
124,000679.SZ,000679,大连友谊,辽宁,百货,主板,19970124
125,000691.SZ,000691,亚太实业,甘肃,化工原料,主板,19970228
126,000692.SZ,000692,惠天热电,辽宁,供气供热,主板,19970227
127,000695.SZ,000695,滨海能源,天津,广告包装,主板,19970218
128,000697.SZ,000697,炼石航空,陕西,航空,主板,19970325
129,000698.SZ,000698,沈阳化工,辽宁,石油加工,主板,19970220
130,000700.SZ,000700,模塑科技,江苏,汽车配件,主板,19970228
131,000701.SZ,000701,厦门信达,福建,商贸代理,主板,19970226
132,000702.SZ,000702,正虹科技,湖南,饲料,主板,19970318
133,000705.SZ,000705,浙江震元,浙江,医药商业,主板,19970410
134,000707.SZ,000707,双环科技,湖北,化工原料,主板,19970415
135,000711.SZ,000711,京蓝科技,黑龙江,环境保护,主板,19970411
136,000713.SZ,000713,丰乐种业,安徽,种植业,主板,19970422
137,000715.SZ,000715,中兴商业,辽宁,百货,主板,19970508
138,000716.SZ,000716,黑芝麻,广西,食品,主板,19970418
139,000719.SZ,000719,中原传媒,河南,出版业,主板,19970331
140,000720.SZ,000720,新能泰山,山东,仓储物流,主板,19970509
141,000721.SZ,000721,西安饮食,陕西,酒店餐饮,主板,19970430
142,000722.SZ,000722,湖南发展,湖南,其他建材,主板,19970522
143,000726.SZ,000726,鲁泰A,山东,纺织,主板,20001225
144,000731.SZ,000731,四川美丰,四川,农药化肥,主板,19970617
145,000732.SZ,000732,ST泰禾,福建,区域地产,主板,19970704
146,000736.SZ,000736,中交地产,重庆,全国地产,主板,19970425
147,000751.SZ,000751,锌业股份,辽宁,铅锌,主板,19970626
148,000752.SZ,000752,*ST西发,西藏,啤酒,主板,19970625
149,000753.SZ,000753,漳州发展,福建,汽车服务,主板,19970626
150,000755.SZ,000755,山西路桥,山西,路桥,主板,19970627
151,000757.SZ,000757,浩物股份,四川,汽车配件,主板,19970627
152,000759.SZ,000759,中百集团,湖北,超市连锁,主板,19970519
153,000766.SZ,000766,通化金马,吉林,化学制药,主板,19970430
154,000777.SZ,000777,中核科技,江苏,机械基件,主板,19970710
155,000779.SZ,000779,甘咨询,甘肃,建筑工程,主板,19970528
156,000782.SZ,000782,美达股份,广东,化纤,主板,19970619
157,000788.SZ,000788,北大医药,重庆,化学制药,主板,19970616
158,000790.SZ,000790,华神科技,四川,中成药,主板,19980327
159,000793.SZ,000793,华闻集团,海南,出版业,主板,19970729
160,000796.SZ,000796,ST凯撒,海南,旅游服务,主板,19970703
161,000797.SZ,000797,中国武夷,福建,全国地产,主板,19970715
162,000798.SZ,000798,中水渔业,北京,渔业,主板,19980212
163,000802.SZ,000802,北京文化,北京,影视音像,主板,19980108
164,000803.SZ,000803,山高环能,四川,环境保护,主板,19980303
165,000806.SZ,000806,*ST银河,广西,电气设备,主板,19980416
166,000809.SZ,000809,ST新城,辽宁,区域地产,主板,19980616
167,000812.SZ,000812,陕西金叶,陕西,广告包装,主板,19980623
168,000813.SZ,000813,德展健康,新疆,化学制药,主板,19980519
169,000815.SZ,000815,美利云,宁夏,造纸,主板,19980609
170,000816.SZ,000816,智慧农业,江苏,农用机械,主板,19970818
171,000819.SZ,000819,岳阳兴长,湖南,石油加工,主板,19970625
172,000820.SZ,000820,神雾节能,江西,环境保护,主板,19980630
173,000821.SZ,000821,京山轻机,湖北,电气设备,主板,19980626
174,000822.SZ,000822,山东海化,山东,化工原料,主板,19980703
175,000826.SZ,000826,启迪环境,湖北,环境保护,主板,19980225
176,000833.SZ,000833,粤桂股份,广西,食品,主板,19981111
177,000836.SZ,000836,富通信息,天津,通信设备,主板,19970929
178,000837.SZ,000837,秦川机床,陕西,机床制造,主板,19980928
179,000838.SZ,000838,财信发展,重庆,区域地产,主板,19970626
180,000839.SZ,000839,ST国安,北京,综合类,主板,19971031
181,000850.SZ,000850,华茂股份,安徽,纺织,主板,19981007
182,000852.SZ,000852,石化机械,湖北,化工机械,主板,19981126
183,000856.SZ,000856,冀东装备,河北,专用机械,主板,19980813
184,000859.SZ,000859,国风新材,安徽,塑料,主板,19981119
185,000862.SZ,000862,银星能源,宁夏,新型电力,主板,19980915
186,000863.SZ,000863,三湘印象,上海,区域地产,主板,19970925
187,000868.SZ,000868,安凯客车,安徽,汽车整车,主板,19970725
188,000880.SZ,000880,潍柴重机,山东,专用机械,主板,19980402
189,000882.SZ,000882,华联股份,北京,其他商业,主板,19980616
190,000886.SZ,000886,海南高速,海南,区域地产,主板,19980123
191,000888.SZ,000888,峨眉山A,四川,旅游景点,主板,19971021
192,000889.SZ,000889,ST中嘉,河北,通信设备,主板,19971218
193,000890.SZ,000890,法尔胜,江苏,钢加工,主板,19990119
194,000892.SZ,000892,欢瑞世纪,重庆,影视音像,主板,19990115
195,000897.SZ,000897,津滨发展,天津,区域地产,主板,19990422
196,000899.SZ,000899,赣能股份,江西,火力发电,主板,19971126
197,000900.SZ,000900,现代投资,湖南,路桥,主板,19990128
198,000905.SZ,000905,厦门港务,福建,港口,主板,19990429
199,000906.SZ,000906,浙商中拓,浙江,仓储物流,主板,19990707
200,000908.SZ,000908,景峰医药,湖南,化学制药,主板,19990203
201,000909.SZ,000909,数源科技,浙江,综合类,主板,19990507
202,000911.SZ,000911,南宁糖业,广西,食品,主板,19990527
203,000918.SZ,000918,嘉凯城,浙江,全国地产,主板,19990720
204,000919.SZ,000919,金陵药业,江苏,化学制药,主板,19991118
205,000920.SZ,000920,沃顿科技,贵州,环境保护,主板,19990616
206,000922.SZ,000922,佳电股份,黑龙江,电气设备,主板,19990618
207,000925.SZ,000925,众合科技,浙江,运输设备,主板,19990611
208,000926.SZ,000926,福星股份,湖北,区域地产,主板,19990618
209,000929.SZ,000929,兰州黄河,甘肃,啤酒,主板,19990623
210,000931.SZ,000931,中关村,北京,化学制药,主板,19990712
211,000936.SZ,000936,华西股份,江苏,化纤,主板,19990810
212,000948.SZ,000948,南天信息,云南,软件服务,主板,19991014
213,000952.SZ,000952,广济药业,湖北,化学制药,主板,19991112
214,000953.SZ,000953,河化股份,广西,化学制药,主板,19991202
215,000955.SZ,000955,欣龙控股,海南,纺织,主板,19991209
216,000957.SZ,000957,中通客车,山东,汽车整车,主板,20000113
217,000962.SZ,000962,东方钽业,宁夏,小金属,主板,20000120
218,000965.SZ,000965,天保基建,天津,区域地产,主板,20000406
219,000971.SZ,000971,ST高升,湖北,互联网,主板,20000427
220,000972.SZ,000972,ST中基,新疆,食品,主板,20000926
221,000973.SZ,000973,佛塑科技,广东,塑料,主板,20000525
222,000978.SZ,000978,桂林旅游,广西,旅游景点,主板,20000518
223,000980.SZ,000980,众泰汽车,浙江,汽车配件,主板,20000616
224,000981.SZ,000981,银亿股份,甘肃,汽车配件,主板,20000622
225,000985.SZ,000985,大庆华科,黑龙江,化工原料,主板,20000726
226,000993.SZ,000993,闽东电力,福建,水力发电,主板,20000731
227,000995.SZ,000995,*ST皇台,甘肃,白酒,主板,20000807
228,000996.SZ,000996,中国中期,北京,汽车服务,主板,20000718
229,001201.SZ,001201,东瑞股份,广东,农业综合,主板,20210428
230,001202.SZ,001202,炬申股份,广东,仓储物流,主板,20210429
231,001205.SZ,001205,盛航股份,江苏,水运,主板,20210513
232,001206.SZ,001206,依依股份,天津,造纸,主板,20210518
233,001207.SZ,001207,联科科技,山东,化工原料,主板,20210623
234,001208.SZ,001208,华菱线缆,湖南,电气设备,主板,20210624
235,001209.SZ,001209,洪兴股份,广东,服饰,主板,20210723
236,001210.SZ,001210,金房节能,北京,供气供热,主板,20210729
237,001211.SZ,001211,双枪科技,浙江,家居用品,主板,20210805
238,001212.SZ,001212,中旗新材,广东,其他建材,主板,20210823
239,001215.SZ,001215,千味央厨,河南,食品,主板,20210906
240,001216.SZ,001216,华瓷股份,湖南,家居用品,主板,20211019
241,001217.SZ,001217,华尔泰,安徽,化工原料,主板,20210929
242,001218.SZ,001218,丽臣实业,湖南,化工原料,主板,20211015
243,001219.SZ,001219,青岛食品,山东,食品,主板,20211021
244,001222.SZ,001222,源飞宠物,浙江,文教休闲,主板,20220818
245,001226.SZ,001226,拓山重工,安徽,工程机械,主板,20220622
246,001227.SZ,001227,兰州银行,甘肃,银行,主板,20220117
247,001228.SZ,001228,永泰运,浙江,仓储物流,主板,20220429
248,001229.SZ,001229,魅视科技,广东,IT设备,主板,20220808
249,001230.SZ,001230,劲旅环境,安徽,环境保护,主板,20220715
250,001231.SZ,001231,农心科技,陕西,农药化肥,主板,20220819
251,001234.SZ,001234,泰慕士,江苏,服饰,主板,20220111
252,001238.SZ,001238,浙江正特,浙江,家居用品,主板,20220919
253,001255.SZ,001255,博菲电气,浙江,化工原料,主板,20220930
254,001258.SZ,001258,立新能源,新疆,新型电力,主板,20220727
255,001259.SZ,001259,利仁科技,北京,家用电器,主板,20220831
256,001266.SZ,001266,宏英智能,上海,电器仪表,主板,20220228
257,001267.SZ,001267,汇绿生态,湖北,建筑工程,主板,20211117
258,001268.SZ,001268,联合精密,广东,机械基件,主板,20220630
259,001269.SZ,001269,欧晶科技,内蒙,矿物制品,主板,20220930
260,001270.SZ,001270,铖昌科技,浙江,半导体,主板,20220606
261,001283.SZ,001283,豪鹏科技,深圳,电气设备,主板,20220905
262,001288.SZ,001288,运机集团,四川,专用机械,主板,20211101
263,001296.SZ,001296,长江材料,重庆,其他建材,主板,20211224
264,001298.SZ,001298,好上好,深圳,批发业,主板,20221031
265,001299.SZ,001299,美能能源,陕西,供气供热,主板,20221031
266,001300.SZ,001300,三柏硕,山东,文教休闲,主板,20221019
267,001308.SZ,001308,康冠科技,深圳,元器件,主板,20220318
268,001309.SZ,001309,德明利,深圳,半导体,主板,20220701
269,001313.SZ,001313,粤海饲料,广东,饲料,主板,20220216
270,001316.SZ,001316,润贝航科,深圳,批发业,主板,20220624
271,001317.SZ,001317,三羊马,重庆,仓储物流,主板,20211130
272,001318.SZ,001318,阳光乳业,江西,乳制品,主板,20220520
273,001319.SZ,001319,铭科精技,广东,汽车配件,主板,20220512
274,001322.SZ,001322,箭牌家居,广东,家居用品,主板,20221026
275,001323.SZ,001323,慕思股份,广东,家居用品,主板,20220623
276,001330.SZ,001330,博纳影业,新疆,影视音像,主板,20220818
277,001331.SZ,001331,胜通能源,山东,仓储物流,主板,20220908
278,001332.SZ,001332,锡装股份,江苏,专用机械,主板,20220920
279,001336.SZ,001336,楚环科技,浙江,专用机械,主板,20220725
280,001338.SZ,001338,永顺泰,广东,啤酒,主板,20221116
281,001339.SZ,001339,智微智能,深圳,IT设备,主板,20220815
282,002005.SZ,002005,ST德豪,安徽,家用电器,中小板,20040625
283,002006.SZ,002006,精功科技,浙江,专用机械,中小板,20040625
284,002009.SZ,002009,天奇股份,江苏,工程机械,中小板,20040629
285,002011.SZ,002011,盾安环境,浙江,家用电器,中小板,20040705
286,002012.SZ,002012,凯恩股份,浙江,造纸,中小板,20040705
287,002014.SZ,002014,永新股份,安徽,塑料,中小板,20040708
288,002016.SZ,002016,世荣兆业,广东,区域地产,中小板,20040708
289,002021.SZ,002021,ST中捷,浙江,纺织机械,中小板,20040715
290,002022.SZ,002022,*ST科华,上海,医疗保健,中小板,20040721
291,002024.SZ,002024,ST易购,江苏,电器连锁,中小板,20040721
292,002026.SZ,002026,山东威达,山东,机械基件,中小板,20040727
293,002029.SZ,002029,七匹狼,福建,服饰,中小板,20040806
294,002031.SZ,002031,巨轮智能,广东,汽车配件,中小板,20040816
295,002033.SZ,002033,丽江股份,云南,旅游景点,中小板,20040825
296,002035.SZ,002035,华帝股份,广东,家用电器,中小板,20040901
297,002037.SZ,002037,保利联合,贵州,化工原料,中小板,20040908
298,002039.SZ,002039,黔源电力,贵州,水力发电,中小板,20050303
299,002040.SZ,002040,南京港,江苏,港口,中小板,20050325
300,002045.SZ,002045,国光电器,广东,元器件,中小板,20050523
301,002046.SZ,002046,国机精工,河南,机械基件,中小板,20050526
302,002047.SZ,002047,宝鹰股份,深圳,装修装饰,中小板,20050531
303,002052.SZ,002052,*ST同洲,深圳,家用电器,中小板,20060627
304,002053.SZ,002053,云南能投,云南,食品,中小板,20060627
305,002054.SZ,002054,德美化工,广东,染料涂料,中小板,20060725
306,002058.SZ,002058,威尔泰,上海,电器仪表,中小板,20060802
307,002059.SZ,002059,云南旅游,云南,旅游景点,中小板,20060810
308,002060.SZ,002060,粤水电,广东,建筑工程,中小板,20060810
309,002062.SZ,002062,宏润建设,浙江,建筑工程,中小板,20060816
310,002066.SZ,002066,瑞泰科技,北京,其他建材,中小板,20060823
311,002067.SZ,002067,景兴纸业,浙江,造纸,中小板,20060915
312,002068.SZ,002068,黑猫股份,江西,化工原料,中小板,20060915
313,002069.SZ,002069,ST獐子岛,辽宁,渔业,中小板,20060928
314,002072.SZ,002072,凯瑞德,湖北,商贸代理,中小板,20061018
315,002073.SZ,002073,软控股份,山东,软件服务,中小板,20061018
316,002076.SZ,002076,*ST雪莱,广东,家用电器,中小板,20061025
317,002077.SZ,002077,大港股份,江苏,半导体,中小板,20061116
318,002083.SZ,002083,孚日股份,山东,纺织,中小板,20061124
319,002084.SZ,002084,海鸥住工,广东,家居用品,中小板,20061124
320,002086.SZ,002086,ST东洋,山东,渔业,中小板,20061128
321,002087.SZ,002087,新野纺织,河南,纺织,中小板,20061130
322,002089.SZ,002089,ST新海,江苏,通信设备,中小板,20061130
323,002090.SZ,002090,金智科技,江苏,软件服务,中小板,20061208
324,002094.SZ,002094,青岛金王,山东,日用化工,中小板,20061215
325,002095.SZ,002095,生意宝,浙江,互联网,中小板,20061215
326,002096.SZ,002096,南岭民爆,湖南,化工原料,中小板,20061222
327,002098.SZ,002098,浔兴股份,福建,服饰,中小板,20061222
328,002101.SZ,002101,广东鸿图,广东,汽车配件,中小板,20061229
329,002102.SZ,002102,ST冠福,福建,化学制药,中小板,20061229
330,002103.SZ,002103,广博股份,浙江,文教休闲,中小板,20070110
331,002104.SZ,002104,恒宝股份,江苏,元器件,中小板,20070110
332,002105.SZ,002105,信隆健康,深圳,摩托车,中小板,20070112
333,002107.SZ,002107,沃华医药,山东,中成药,中小板,20070124
334,002109.SZ,002109,兴化股份,陕西,化工原料,中小板,20070126
335,002111.SZ,002111,威海广泰,山东,航空,中小板,20070126
336,002112.SZ,002112,三变科技,浙江,电气设备,中小板,20070208
337,002113.SZ,002113,ST天润,湖南,互联网,中小板,20070208
338,002114.SZ,002114,罗平锌电,云南,铅锌,中小板,20070215
339,002115.SZ,002115,三维通信,浙江,广告包装,中小板,20070215
340,002116.SZ,002116,中国海诚,上海,建筑工程,中小板,20070215
341,002117.SZ,002117,东港股份,山东,广告包装,中小板,20070302
342,002118.SZ,002118,紫鑫药业,吉林,中成药,中小板,20070302
343,002119.SZ,002119,康强电子,浙江,半导体,中小板,20070302
344,002121.SZ,002121,科陆电子,深圳,电器仪表,中小板,20070306
345,002122.SZ,002122,*ST天马,浙江,机械基件,中小板,20070328
346,002125.SZ,002125,湘潭电化,湖南,化工原料,中小板,20070403
347,002132.SZ,002132,恒星科技,河南,钢加工,中小板,20070427
348,002133.SZ,002133,广宇集团,浙江,全国地产,中小板,20070427
349,002134.SZ,002134,天津普林,天津,元器件,中小板,20070516
350,002136.SZ,002136,安纳达,安徽,化工原料,中小板,20070530
351,002137.SZ,002137,实益达,深圳,通信设备,中小板,20070613
352,002140.SZ,002140,东华科技,安徽,建筑工程,中小板,20070712
353,002141.SZ,002141,贤丰控股,广东,电气设备,中小板,20070720
354,002144.SZ,002144,宏达高科,浙江,纺织,中小板,20070803
355,002148.SZ,002148,北纬科技,北京,互联网,中小板,20070810
356,002149.SZ,002149,西部材料,陕西,小金属,中小板,20070810
357,002150.SZ,002150,通润装备,江苏,机械基件,中小板,20070810
358,002154.SZ,002154,报喜鸟,浙江,服饰,中小板,20070816
359,002159.SZ,002159,三特索道,湖北,旅游服务,中小板,20070817
360,002160.SZ,002160,常铝股份,江苏,铝,中小板,20070821
361,002161.SZ,002161,远望谷,深圳,通信设备,中小板,20070821
362,002162.SZ,002162,悦心健康,上海,陶瓷,中小板,20070823
363,002164.SZ,002164,宁波东力,浙江,机械基件,中小板,20070823
364,002165.SZ,002165,红宝丽,江苏,化工原料,中小板,20070913
365,002166.SZ,002166,莱茵生物,广西,中成药,中小板,20070913
366,002167.SZ,002167,东方锆业,广东,小金属,中小板,20070913
367,002168.SZ,002168,惠程科技,深圳,互联网,中小板,20070919
368,002170.SZ,002170,芭田股份,深圳,农药化肥,中小板,20070919
369,002172.SZ,002172,澳洋健康,江苏,医疗保健,中小板,20070921
370,002173.SZ,002173,创新医疗,浙江,医疗保健,中小板,20070925
371,002175.SZ,002175,东方智造,广西,电器仪表,中小板,20071012
372,002177.SZ,002177,*ST御银,广东,IT设备,中小板,20071101
373,002178.SZ,002178,延华智能,上海,软件服务,中小板,20071101
374,002181.SZ,002181,粤传媒,广东,出版业,中小板,20071116
375,002184.SZ,002184,海得控制,上海,软件服务,中小板,20071116
376,002186.SZ,002186,全聚德,北京,酒店餐饮,中小板,20071120
377,002187.SZ,002187,广百股份,广东,百货,中小板,20071122
378,002188.SZ,002188,中天服务,浙江,房产服务,中小板,20071122
379,002189.SZ,002189,中光学,河南,元器件,中小板,20071203
380,002193.SZ,002193,如意集团,山东,纺织,中小板,20071207
381,002196.SZ,002196,方正电机,浙江,纺织机械,中小板,20071212
382,002197.SZ,002197,证通电子,深圳,IT设备,中小板,20071218
383,002198.SZ,002198,嘉应制药,广东,中成药,中小板,20071218
384,002199.SZ,002199,东晶电子,浙江,元器件,中小板,20071221
385,002200.SZ,002200,ST交投,云南,建筑工程,中小板,20071221
386,002205.SZ,002205,国统股份,新疆,其他建材,中小板,20080123
387,002207.SZ,002207,准油股份,新疆,石油开采,中小板,20080128
388,002209.SZ,002209,达意隆,广东,轻工机械,中小板,20080130
389,002210.SZ,002210,飞马国际,深圳,仓储物流,中小板,20080130
390,002211.SZ,002211,ST宏达,上海,橡胶,中小板,20080201
391,002213.SZ,002213,大为股份,深圳,半导体,中小板,20080201
392,002215.SZ,002215,诺普信,深圳,农药化肥,中小板,20080218
393,002218.SZ,002218,拓日新能,深圳,电气设备,中小板,20080228
394,002219.SZ,002219,新里程,甘肃,医疗保健,中小板,20080306
395,002224.SZ,002224,三力士,浙江,橡胶,中小板,20080425
396,002225.SZ,002225,濮耐股份,河南,其他建材,中小板,20080425
397,002227.SZ,002227,奥特迅,深圳,电气设备,中小板,20080506
398,002228.SZ,002228,合兴包装,福建,广告包装,中小板,20080508
399,002229.SZ,002229,鸿博股份,福建,广告包装,中小板,20080508
400,002231.SZ,002231,奥维通信,辽宁,通信设备,中小板,20080512
401,002232.SZ,002232,启明信息,吉林,软件服务,中小板,20080509
402,002234.SZ,002234,民和股份,山东,农业综合,中小板,20080516
403,002235.SZ,002235,安妮股份,福建,造纸,中小板,20080516
404,002238.SZ,002238,天威视讯,深圳,影视音像,中小板,20080526
405,002246.SZ,002246,北化股份,四川,化工原料,中小板,20080605
406,002247.SZ,002247,聚力文化,浙江,其他建材,中小板,20080612
407,002248.SZ,002248,华东数控,山东,机床制造,中小板,20080612
408,002253.SZ,002253,川大智胜,四川,软件服务,中小板,20080623
409,002255.SZ,002255,海陆重工,江苏,专用机械,中小板,20080625
410,002256.SZ,002256,兆新股份,深圳,新型电力,中小板,20080625
411,002259.SZ,002259,ST升达,四川,供气供热,中小板,20080716
412,002263.SZ,002263,大东南,浙江,塑料,中小板,20080728
413,002264.SZ,002264,新华都,福建,超市连锁,中小板,20080731
