,ts_code,symbol,name,area,industry,market,list_date
1729,301257.SZ,301257,普蕊斯,上海,医疗保健,创业板,20220517
1730,301258.SZ,301258,富士莱,江苏,化学制药,创业板,20220329
1731,301259.SZ,301259,艾布鲁,湖南,环境保护,创业板,20220426
1732,301263.SZ,301263,泰恩康,广东,医药商业,创业板,20220329
1733,301266.SZ,301266,宇邦新材,江苏,电气设备,创业板,20220608
1734,301267.SZ,301267,华厦眼科,福建,医疗保健,创业板,20221107
1735,301268.SZ,301268,铭利达,深圳,机械基件,创业板,20220407
1736,301269.SZ,301269,华大九天,北京,半导体,创业板,20220729
1737,301270.SZ,301270,汉仪股份,北京,软件服务,创业板,20220831
1738,301273.SZ,301273,瑞晨环保,上海,机械基件,创业板,20221025
1739,301276.SZ,301276,嘉曼服饰,北京,服饰,创业板,20220909
1740,301277.SZ,301277,C新天地,河南,化学制药,创业板,20221116
1741,301278.SZ,301278,快可电子,江苏,电气设备,创业板,20220804
1742,301279.SZ,301279,金道科技,浙江,机械基件,创业板,20220413
1743,301282.SZ,301282,金禄电子,广东,元器件,创业板,20220826
1744,301283.SZ,301283,聚胶股份,广东,日用化工,创业板,20220902
1745,301285.SZ,301285,鸿日达,江苏,元器件,创业板,20220928
1746,301286.SZ,301286,侨源股份,四川,化工原料,创业板,20220614
1747,301288.SZ,301288,清研环境,深圳,环境保护,创业板,20220422
1748,301289.SZ,301289,国缆检测,上海,电器仪表,创业板,20220622
1749,301296.SZ,301296,新巨丰,山东,广告包装,创业板,20220902
1750,301298.SZ,301298,东利机械,河北,汽车配件,创业板,20220606
1751,301299.SZ,301299,卓创资讯,山东,互联网,创业板,20221019
1752,301300.SZ,301300,远翔新材,福建,化工原料,创业板,20220819
1753,301302.SZ,301302,华如科技,北京,软件服务,创业板,20220623
1754,301306.SZ,301306,西测测试,陕西,综合类,创业板,20220726
1755,301308.SZ,301308,江波龙,深圳,IT设备,创业板,20220805
1756,301309.SZ,301309,万得凯,浙江,机械基件,创业板,20220919
1757,301312.SZ,301312,智立方,深圳,专用机械,创业板,20220711
1758,301313.SZ,301313,凡拓数创,广东,文教休闲,创业板,20220930
1759,301316.SZ,301316,慧博云通,浙江,软件服务,创业板,20221013
1760,301318.SZ,301318,维海德,深圳,通信设备,创业板,20220810
1761,301319.SZ,301319,唯特偶,深圳,元器件,创业板,20220929
1762,301321.SZ,301321,翰博高新,安徽,元器件,创业板,20220818
1763,301326.SZ,301326,捷邦科技,广东,元器件,创业板,20220921
1764,301327.SZ,301327,华宝新能,深圳,电气设备,创业板,20220919
1765,301328.SZ,301328,维峰电子,广东,专用机械,创业板,20220908
1766,301330.SZ,301330,熵基科技,广东,IT设备,创业板,20220817
1767,301331.SZ,301331,恩威医药,西藏,中成药,创业板,20220921
1768,301333.SZ,301333,诺思格,北京,医疗保健,创业板,20220802
1769,301335.SZ,301335,N天元宠,浙江,文教休闲,创业板,20221118
1770,301336.SZ,301336,趣睡科技,四川,家居用品,创业板,20220812
1771,301338.SZ,301338,凯格精机,广东,专用机械,创业板,20220816
1772,301339.SZ,301339,通行宝,江苏,软件服务,创业板,20220909
1773,301349.SZ,301349,信德新材,辽宁,化工原料,创业板,20220909
1774,301356.SZ,301356,C天振,浙江,家居用品,创业板,20221114
1775,301359.SZ,301359,东南电子,浙江,电气设备,创业板,20221109
1776,301361.SZ,301361,C众智,河南,电气设备,创业板,20221116
1777,301363.SZ,301363,美好医疗,深圳,医疗保健,创业板,20221012
1778,301366.SZ,301366,一博科技,深圳,元器件,创业板,20220926
1779,301367.SZ,301367,怡和嘉业,北京,医疗保健,创业板,20221101
1780,301369.SZ,301369,联动科技,广东,半导体,创业板,20220922
1781,301379.SZ,301379,天山电子,广西,元器件,创业板,20221101
1782,301380.SZ,301380,挖金客,北京,软件服务,创业板,20221025
1783,301388.SZ,301388,欣灵电气,浙江,电气设备,创业板,20221109
1784,301389.SZ,301389,隆扬电子,江苏,元器件,创业板,20221031
1785,301396.SZ,301396,宏景科技,广东,软件服务,创业板,20221111
1786,430047.BJ,430047,诺思兰德,,,北交所,20201124
1787,430090.BJ,430090,同辉信息,,,北交所,20210809
1788,430139.BJ,430139,华岭股份,,,北交所,20221028
1789,430198.BJ,430198,微创光电,,,北交所,20200727
1790,430418.BJ,430418,苏轴股份,,,北交所,20200727
1791,430476.BJ,430476,海能技术,,,北交所,20221014
1792,430489.BJ,430489,佳先股份,,,北交所,20200727
1793,430510.BJ,430510,丰光精密,,,北交所,20201228
1794,430564.BJ,430564,天润科技,,,北交所,20220617
1795,430685.BJ,430685,新芝生物,,,北交所,20221010
1796,600004.SH,600004,白云机场,广东,机场,主板,20030428
1797,600006.SH,600006,东风汽车,湖北,汽车整车,主板,19990727
1798,600017.SH,600017,日照港,山东,港口,主板,20061017
1799,600020.SH,600020,中原高速,河南,路桥,主板,20030808
1800,600022.SH,600022,山东钢铁,山东,普钢,主板,20040629
1801,600023.SH,600023,浙能电力,浙江,火力发电,主板,20131219
1802,600032.SH,600032,浙江新能,浙江,新型电力,主板,20210525
1803,600033.SH,600033,福建高速,福建,路桥,主板,20010209
1804,600035.SH,600035,楚天高速,湖北,路桥,主板,20040310
1805,600037.SH,600037,歌华有线,北京,影视音像,主板,20010208
1806,600051.SH,600051,宁波联合,浙江,综合类,主板,19970410
1807,600052.SH,600052,东望时代,浙江,影视音像,主板,19970415
1808,600053.SH,600053,九鼎投资,江西,多元金融,主板,19970418
1809,600054.SH,600054,黄山旅游,安徽,旅游景点,主板,19970506
1810,600055.SH,600055,万东医疗,北京,医疗保健,主板,19970519
1811,600058.SH,600058,五矿发展,北京,商贸代理,主板,19970528
1812,600059.SH,600059,古越龙山,浙江,红黄酒,主板,19970516
1813,600060.SH,600060,海信视像,山东,家用电器,主板,19970422
1814,600061.SH,600061,国投资本,上海,证券,主板,19970519
1815,600063.SH,600063,皖维高新,安徽,化纤,主板,19970528
1816,600066.SH,600066,宇通客车,河南,汽车整车,主板,19970508
1817,600067.SH,600067,冠城大通,福建,电气设备,主板,19970508
1818,600070.SH,600070,浙江富润,浙江,互联网,主板,19970604
1819,600071.SH,600071,凤凰光学,江西,元器件,主板,19970528
1820,600072.SH,600072,中船科技,上海,船舶,主板,19970603
1821,600076.SH,600076,康欣新材,山东,其他建材,主板,19970526
1822,600077.SH,600077,宋都股份,浙江,全国地产,主板,19970520
1823,600078.SH,600078,ST澄星,江苏,化工原料,主板,19970627
1824,600080.SH,600080,金花股份,陕西,中成药,主板,19970612
1825,600081.SH,600081,东风科技,上海,汽车配件,主板,19970703
1826,600082.SH,600082,海泰发展,天津,园区开发,主板,19970620
1827,600083.SH,600083,博信股份,江苏,综合类,主板,19970606
1828,600084.SH,600084,中葡股份,新疆,红黄酒,主板,19970711
1829,600088.SH,600088,中视传媒,上海,影视音像,主板,19970616
1830,600097.SH,600097,开创国际,上海,渔业,主板,19970619
1831,600098.SH,600098,广州发展,广东,火力发电,主板,19970718
1832,600099.SH,600099,林海股份,江苏,汽车整车,主板,19970704
1833,600100.SH,600100,同方股份,北京,IT设备,主板,19970627
1834,600101.SH,600101,明星电力,四川,水力发电,主板,19970627
1835,600103.SH,600103,青山纸业,福建,造纸,主板,19970703
1836,600105.SH,600105,永鼎股份,江苏,通信设备,主板,19970929
1837,600106.SH,600106,重庆路桥,重庆,路桥,主板,19970618
1838,600107.SH,600107,美尔雅,湖北,服饰,主板,19971106
1839,600108.SH,600108,亚盛集团,甘肃,种植业,主板,19970818
1840,600112.SH,600112,ST天成,贵州,电气设备,主板,19971127
1841,600113.SH,600113,浙江东日,浙江,区域地产,主板,19971021
1842,600114.SH,600114,东睦股份,浙江,机械基件,主板,20040511
1843,600117.SH,600117,西宁特钢,青海,特种钢,主板,19971015
1844,600118.SH,600118,中国卫星,北京,航空,主板,19970908
1845,600119.SH,600119,长江投资,上海,仓储物流,主板,19980115
1846,600121.SH,600121,郑州煤电,河南,煤炭开采,主板,19980107
1847,600122.SH,600122,ST宏图,江苏,其他商业,主板,19980420
1848,600123.SH,600123,兰花科创,山西,煤炭开采,主板,19981217
1849,600126.SH,600126,杭钢股份,浙江,普钢,主板,19980311
1850,600127.SH,600127,金健米业,湖南,农业综合,主板,19980506
1851,600128.SH,600128,弘业股份,江苏,商贸代理,主板,19970901
1852,600129.SH,600129,太极集团,重庆,中成药,主板,19971118
1853,600130.SH,600130,波导股份,浙江,通信设备,主板,20000706
1854,600133.SH,600133,东湖高新,湖北,建筑工程,主板,19980212
1855,600135.SH,600135,乐凯胶片,河北,化工原料,主板,19980122
1856,600136.SH,600136,ST明诚,湖北,影视音像,主板,19980303
1857,600137.SH,600137,浪莎股份,四川,服饰,主板,19980416
1858,600138.SH,600138,中青旅,北京,旅游服务,主板,19971203
1859,600139.SH,600139,*ST西源,四川,综合类,主板,19980225
1860,600148.SH,600148,长春一东,吉林,汽车配件,主板,19980520
1861,600149.SH,600149,廊坊发展,河北,综合类,主板,19991014
1862,600151.SH,600151,航天机电,上海,汽车配件,主板,19980605
1863,600152.SH,600152,维科技术,浙江,电气设备,主板,19980609
1864,600155.SH,600155,华创阳安,北京,证券,主板,19980918
1865,600156.SH,600156,华升股份,湖南,纺织,主板,19980527
1866,600157.SH,600157,永泰能源,山西,火力发电,主板,19980513
1867,600158.SH,600158,中体产业,天津,文教休闲,主板,19980327
1868,600159.SH,600159,大龙地产,北京,区域地产,主板,19980526
1869,600162.SH,600162,香江控股,深圳,全国地产,主板,19980609
1870,600163.SH,600163,中闽能源,福建,新型电力,主板,19980602
1871,600165.SH,600165,新日恒力,宁夏,化工原料,主板,19980529
1872,600166.SH,600166,福田汽车,北京,汽车整车,主板,19980602
1873,600168.SH,600168,武汉控股,湖北,水务,主板,19980427
1874,600169.SH,600169,太原重工,山西,工程机械,主板,19980904
1875,600172.SH,600172,黄河旋风,河南,矿物制品,主板,19981126
1876,600173.SH,600173,卧龙地产,浙江,全国地产,主板,19990415
1877,600178.SH,600178,东安动力,黑龙江,汽车配件,主板,19981014
1878,600179.SH,600179,安通控股,黑龙江,仓储物流,主板,19981104
1879,600180.SH,600180,瑞茂通,山东,仓储物流,主板,19980703
1880,600182.SH,600182,S*ST佳通,黑龙江,汽车配件,主板,19990507
1881,600184.SH,600184,光电股份,湖北,专用机械,主板,20031106
1882,600186.SH,600186,莲花健康,河南,食品,主板,19980825
1883,600187.SH,600187,国中水务,黑龙江,水务,主板,19981111
1884,600189.SH,600189,泉阳泉,吉林,软饮料,主板,19981007
1885,600190.SH,600190,锦州港,辽宁,港口,主板,19990609
1886,600191.SH,600191,华资实业,内蒙,食品,主板,19981210
1887,600192.SH,600192,长城电工,甘肃,电气设备,主板,19981224
1888,600193.SH,600193,创兴资源,上海,装修装饰,主板,19990527
1889,600195.SH,600195,中牧股份,北京,农业综合,主板,19990107
1890,600198.SH,600198,大唐电信,北京,通信设备,主板,19981021
1891,600199.SH,600199,金种子酒,安徽,白酒,主板,19980812
1892,600200.SH,600200,江苏吴中,江苏,化学制药,主板,19990401
1893,600201.SH,600201,生物股份,内蒙,农业综合,主板,19990115
1894,600202.SH,600202,哈空调,黑龙江,专用机械,主板,19990603
1895,600203.SH,600203,福日电子,福建,元器件,主板,19990514
1896,600207.SH,600207,安彩高科,河南,电气设备,主板,19990714
1897,600208.SH,600208,新湖中宝,浙江,全国地产,主板,19990623
1898,600212.SH,600212,绿能慧充,山东,综合类,主板,19990817
1899,600213.SH,600213,亚星客车,江苏,汽车整车,主板,19990831
1900,600215.SH,600215,派斯林,吉林,专用机械,主板,19990909
1901,600217.SH,600217,中再资环,陕西,环境保护,主板,19991216
1902,600218.SH,600218,全柴动力,安徽,汽车配件,主板,19981203
1903,600220.SH,600220,江苏阳光,江苏,纺织,主板,19990927
1904,600221.SH,600221,海航控股,海南,空运,主板,19991125
1905,600222.SH,600222,太龙药业,河南,中成药,主板,19991105
1906,600225.SH,600225,卓朗科技,天津,区域地产,主板,20000127
1907,600226.SH,600226,ST瀚叶,浙江,互联网,主板,19991116
1908,600227.SH,600227,圣济堂,贵州,农药化肥,主板,20000221
1909,600228.SH,600228,返利科技,江西,互联网,主板,19990119
1910,600229.SH,600229,城市传媒,山东,出版业,主板,20000309
1911,600230.SH,600230,沧州大化,河北,化工原料,主板,20000406
1912,600231.SH,600231,凌钢股份,辽宁,普钢,主板,20000511
1913,600232.SH,600232,金鹰股份,浙江,纺织,主板,20000602
1914,600234.SH,600234,科新发展,山西,综合类,主板,20000615
1915,600235.SH,600235,民丰特纸,浙江,造纸,主板,20000615
1916,600237.SH,600237,铜峰电子,安徽,元器件,主板,20000609
1917,600238.SH,600238,海南椰岛,海南,红黄酒,主板,20000120
1918,600239.SH,600239,ST云城,云南,区域地产,主板,19991202
1919,600241.SH,600241,ST时万,辽宁,电气设备,主板,20001128
1920,600242.SH,600242,*ST中昌,广东,软件服务,主板,20001207
1921,600243.SH,600243,青海华鼎,青海,机床制造,主板,20001120
1922,600246.SH,600246,万通发展,北京,区域地产,主板,20000922
1923,600249.SH,600249,两面针,广西,日用化工,主板,20040130
1924,600250.SH,600250,南纺股份,江苏,商贸代理,主板,20010306
1925,600251.SH,600251,冠农股份,新疆,农业综合,主板,20030609
1926,600252.SH,600252,中恒集团,广西,中成药,主板,20001130
1927,600255.SH,600255,鑫科材料,安徽,小金属,主板,20001122
1928,600257.SH,600257,大湖股份,湖南,渔业,主板,20000612
1929,600259.SH,600259,广晟有色,海南,小金属,主板,20000525
1930,600260.SH,600260,*ST凯乐,湖北,通信设备,主板,20000706
1931,600261.SH,600261,阳光照明,浙江,家用电器,主板,20000720
1932,600262.SH,600262,北方股份,内蒙,专用机械,主板,20000630
1933,600265.SH,600265,ST景谷,云南,林业,主板,20000825
1934,600266.SH,600266,城建发展,北京,区域地产,主板,19990203
1935,600267.SH,600267,海正药业,浙江,化学制药,主板,20000725
1936,600268.SH,600268,国电南自,江苏,电气设备,主板,19991118
1937,600269.SH,600269,赣粤高速,江西,路桥,主板,20000518
1938,600271.SH,600271,航天信息,北京,软件服务,主板,20030711
1939,600272.SH,600272,开开实业,上海,医药商业,主板,20010228
1940,600277.SH,600277,亿利洁能,内蒙,化工原料,主板,20000725
1941,600278.SH,600278,东方创业,上海,商贸代理,主板,20000712
1942,600279.SH,600279,重庆港,重庆,港口,主板,20000731
1943,600280.SH,600280,中央商场,江苏,百货,主板,20000926
1944,600281.SH,600281,华阳新材,山西,小金属,主板,20001109
1945,600283.SH,600283,钱江水利,浙江,水务,主板,20001018
1946,600287.SH,600287,江苏舜天,江苏,商贸代理,主板,20000901
1947,600288.SH,600288,大恒科技,北京,元器件,主板,20001129
1948,600289.SH,600289,ST信通,黑龙江,软件服务,主板,20000720
1949,600290.SH,600290,ST华仪,浙江,电气设备,主板,20001106
1950,600292.SH,600292,远达环保,重庆,环境保护,主板,20001101
1951,600293.SH,600293,三峡新材,湖北,玻璃,主板,20000919
1952,600297.SH,600297,广汇汽车,辽宁,汽车服务,主板,20001116
1953,600300.SH,600300,维维股份,江苏,软饮料,主板,20000630
1954,600301.SH,600301,南化股份,广西,商贸代理,主板,20000712
1955,600302.SH,600302,标准股份,陕西,纺织机械,主板,20001213
1956,600303.SH,600303,ST曙光,辽宁,汽车整车,主板,20001226
1957,600305.SH,600305,恒顺醋业,江苏,食品,主板,20010206
1958,600306.SH,600306,ST商城,辽宁,百货,主板,20001226
1959,600307.SH,600307,酒钢宏兴,甘肃,普钢,主板,20001220
1960,600308.SH,600308,华泰股份,山东,造纸,主板,20000928
1961,600310.SH,600310,桂东电力,广西,水力发电,主板,20010228
1962,600311.SH,600311,*ST荣华,甘肃,黄金,主板,20010626
1963,600312.SH,600312,平高电气,河南,电气设备,主板,20010221
1964,600313.SH,600313,农发种业,北京,种植业,主板,20010119
1965,600315.SH,600315,上海家化,上海,日用化工,主板,20010315
1966,600318.SH,600318,新力金融,安徽,多元金融,主板,20001208
1967,600319.SH,600319,亚星化学,山东,化工原料,主板,20010326
1968,600320.SH,600320,振华重工,上海,工程机械,主板,20001221
1969,600321.SH,600321,正源股份,四川,其他建材,主板,20010524
1970,600322.SH,600322,天房发展,天津,区域地产,主板,20010910
1971,600326.SH,600326,西藏天路,西藏,水泥,主板,20010116
1972,600327.SH,600327,大东方,江苏,医疗保健,主板,20020625
1973,600330.SH,600330,天通股份,浙江,元器件,主板,20010118
1974,600331.SH,600331,宏达股份,四川,铅锌,主板,20011220
1975,600333.SH,600333,长春燃气,吉林,供气供热,主板,20001211
1976,600335.SH,600335,国机汽车,天津,汽车配件,主板,20010305
1977,600336.SH,600336,澳柯玛,山东,家用电器,主板,20001229
1978,600339.SH,600339,中油工程,新疆,石油加工,主板,20001225
1979,600340.SH,600340,华夏幸福,河北,区域地产,主板,20031230
1980,600343.SH,600343,航天动力,陕西,航空,主板,20030408
1981,600345.SH,600345,长江通信,湖北,通信设备,主板,20001222
1982,600351.SH,600351,亚宝药业,山西,中成药,主板,20020926
1983,600352.SH,600352,浙江龙盛,浙江,染料涂料,主板,20030801
1984,600353.SH,600353,旭光电子,四川,元器件,主板,20021120
1985,600354.SH,600354,敦煌种业,甘肃,种植业,主板,20040115
1986,600355.SH,600355,精伦电子,湖北,元器件,主板,20020613
1987,600356.SH,600356,恒丰纸业,黑龙江,造纸,主板,20010419
1988,600358.SH,600358,国旅联合,江西,旅游服务,主板,20000922
1989,600359.SH,600359,新农开发,新疆,农业综合,主板,19990429
1990,600360.SH,600360,华微电子,吉林,半导体,主板,20010316
1991,600361.SH,600361,华联综超,北京,超市连锁,主板,20011129
1992,600365.SH,600365,ST通葡,吉林,红黄酒,主板,20010115
1993,600366.SH,600366,宁波韵升,浙江,矿物制品,主板,20001030
1994,600367.SH,600367,红星发展,贵州,化工原料,主板,20010320
1995,600368.SH,600368,五洲交通,广西,路桥,主板,20001221
1996,600370.SH,600370,三房巷,江苏,化工原料,主板,20030306
1997,600371.SH,600371,万向德农,黑龙江,种植业,主板,20020916
1998,600375.SH,600375,汉马科技,安徽,汽车整车,主板,20030401
1999,600379.SH,600379,宝光股份,陕西,电气设备,主板,20020116
2000,600381.SH,600381,青海春天,青海,医疗保健,主板,20010508
2001,600382.SH,600382,ST广珠,广东,普钢,主板,20010118
2002,600386.SH,600386,北巴传媒,北京,汽车服务,主板,20010216
2003,600387.SH,600387,ST海越,浙江,石油贸易,主板,20040218
2004,600388.SH,600388,ST龙净,福建,环境保护,主板,20001229
2005,600389.SH,600389,江山股份,江苏,农药化肥,主板,20010110
2006,600390.SH,600390,五矿资本,湖南,多元金融,主板,20010115
2007,600391.SH,600391,航发科技,四川,航空,主板,20011212
2008,600393.SH,600393,粤泰股份,广东,全国地产,主板,20010319
2009,600396.SH,600396,金山股份,辽宁,火力发电,主板,20010328
2010,600397.SH,600397,安源煤业,江西,煤炭开采,主板,20020702
2011,600398.SH,600398,海澜之家,江苏,服饰,主板,20001228
2012,600399.SH,600399,抚顺特钢,辽宁,特种钢,主板,20001229
2013,600400.SH,600400,红豆股份,江苏,服饰,主板,20010108
2014,600403.SH,600403,大有能源,河南,煤炭开采,主板,20031009
2015,600405.SH,600405,动力源,北京,电气设备,主板,20040401
2016,600408.SH,600408,安泰集团,山西,焦炭加工,主板,20030212
2017,600410.SH,600410,华胜天成,北京,软件服务,主板,20040427
2018,600416.SH,600416,湘电股份,湖南,电气设备,主板,20020718
2019,600418.SH,600418,江淮汽车,安徽,汽车整车,主板,20010824
2020,600419.SH,600419,天润乳业,新疆,乳制品,主板,20010628
2021,600420.SH,600420,国药现代,上海,化学制药,主板,20040616
2022,600421.SH,600421,华嵘控股,湖北,专用机械,主板,20040607
2023,600423.SH,600423,柳化股份,广西,农药化肥,主板,20030717
2024,600425.SH,600425,青松建化,新疆,水泥,主板,20030724
2025,600428.SH,600428,中远海特,广东,水运,主板,20020418
2026,600429.SH,600429,三元股份,北京,乳制品,主板,20030915
2027,600433.SH,600433,冠豪高新,广东,造纸,主板,20030619
2028,600439.SH,600439,瑞贝卡,河南,服饰,主板,20030710
2029,600444.SH,600444,国机通用,安徽,专用机械,主板,20040219
2030,600448.SH,600448,华纺股份,山东,纺织,主板,20010903
2031,600449.SH,600449,宁夏建材,宁夏,水泥,主板,20030829
2032,600455.SH,600455,博通股份,陕西,文教休闲,主板,20040329
2033,600456.SH,600456,宝钛股份,陕西,小金属,主板,20020412
2034,600458.SH,600458,时代新材,湖南,塑料,主板,20021219
2035,600461.SH,600461,洪城环境,江西,水务,主板,20040601
2036,600462.SH,600462,ST九有,湖北,广告包装,主板,20030903
2037,600463.SH,600463,空港股份,北京,园区开发,主板,20040318
2038,600466.SH,600466,蓝光发展,四川,区域地产,主板,20010212
2039,600467.SH,600467,好当家,山东,渔业,主板,20040405
2040,600468.SH,600468,百利电气,天津,电气设备,主板,20010615
2041,600469.SH,600469,风神股份,河南,汽车配件,主板,20031021
2042,600470.SH,600470,六国化工,安徽,农药化肥,主板,20040305
2043,600475.SH,600475,华光环能,江苏,环境保护,主板,20030721
2044,600476.SH,600476,湘邮科技,湖南,软件服务,主板,20031210
2045,600478.SH,600478,科力远,湖南,电气设备,主板,20030918
2046,600479.SH,600479,千金药业,湖南,中成药,主板,20040312
2047,600480.SH,600480,凌云股份,河北,汽车配件,主板,20030815
2048,600481.SH,600481,双良节能,江苏,机械基件,主板,20030422
2049,600482.SH,600482,中国动力,河北,船舶,主板,20040714
2050,600488.SH,600488,津药药业,天津,化学制药,主板,20010618
2051,600489.SH,600489,中金黄金,北京,黄金,主板,20030814
2052,600490.SH,600490,鹏欣资源,上海,铜,主板,20030626
2053,600491.SH,600491,龙元建设,浙江,建筑工程,主板,20040524
2054,600493.SH,600493,凤竹纺织,福建,纺织,主板,20040421
2055,600495.SH,600495,晋西车轴,山西,运输设备,主板,20040526
2056,600496.SH,600496,精工钢构,安徽,钢加工,主板,20020605
2057,600497.SH,600497,驰宏锌锗,云南,铅锌,主板,20040420
2058,600500.SH,600500,中化国际,上海,塑料,主板,20000301
2059,600501.SH,600501,航天晨光,江苏,汽车配件,主板,20010615
2060,600503.SH,600503,华丽家族,上海,区域地产,主板,20020709
2061,600505.SH,600505,西昌电力,四川,水力发电,主板,20020530
2062,600506.SH,600506,香梨股份,新疆,化工原料,主板,20011226
2063,600508.SH,600508,上海能源,上海,煤炭开采,主板,20010829
2064,600509.SH,600509,天富能源,新疆,火力发电,主板,20020228
2065,600511.SH,600511,国药股份,北京,医药商业,主板,20021127
2066,600512.SH,600512,腾达建设,浙江,建筑工程,主板,20021226
2067,600513.SH,600513,联环药业,江苏,化学制药,主板,20030319
2068,600515.SH,600515,海南机场,海南,机场,主板,20020806
2069,600517.SH,600517,国网英大,上海,多元金融,主板,20031010
2070,600518.SH,600518,ST康美,广东,中成药,主板,20010319
2071,600520.SH,600520,文一科技,安徽,半导体,主板,20020108
2072,600523.SH,600523,贵航股份,贵州,汽车配件,主板,20011227
2073,600525.SH,600525,长园集团,深圳,电气设备,主板,20021202
2074,600526.SH,600526,菲达环保,浙江,环境保护,主板,20020722
2075,600527.SH,600527,江南高纤,江苏,化纤,主板,20031127
2076,600528.SH,600528,中铁工业,北京,运输设备,主板,20010528
2077,600530.SH,600530,交大昂立,上海,医疗保健,主板,20010702
2078,600532.SH,600532,*ST未来,上海,医疗保健,主板,20021031
2079,600533.SH,600533,栖霞建设,江苏,区域地产,主板,20020328
2080,600535.SH,600535,天士力,天津,中成药,主板,20020823
2081,600537.SH,600537,亿晶光电,浙江,电气设备,主板,20030123
2082,600538.SH,600538,国发股份,广西,医药商业,主板,20030114
2083,600539.SH,600539,狮头股份,山西,互联网,主板,20010824
2084,600540.SH,600540,新赛股份,新疆,种植业,主板,20040107
2085,600543.SH,600543,莫高股份,甘肃,红黄酒,主板,20040324
2086,600545.SH,600545,卓郎智能,新疆,纺织机械,主板,20031203
2087,600546.SH,600546,山煤国际,山西,煤炭开采,主板,20030731
2088,600550.SH,600550,保变电气,河北,电气设备,主板,20010228
2089,600551.SH,600551,时代出版,安徽,出版业,主板,20020905
2090,600552.SH,600552,凯盛科技,安徽,元器件,主板,20021108
2091,600557.SH,600557,康缘药业,江苏,中成药,主板,20020918
2092,600558.SH,600558,大西洋,四川,钢加工,主板,20010227
2093,600560.SH,600560,金自天正,北京,电气设备,主板,20020919
2094,600561.SH,600561,江西长运,江西,公共交通,主板,20020716
2095,600565.SH,600565,迪马股份,重庆,全国地产,主板,20020723
2096,600568.SH,600568,ST中珠,湖北,医疗保健,主板,20010518
2097,600569.SH,600569,安阳钢铁,河南,普钢,主板,20010820
2098,600571.SH,600571,信雅达,浙江,软件服务,主板,20021101
2099,600572.SH,600572,康恩贝,浙江,中成药,主板,20040412
2100,600573.SH,600573,惠泉啤酒,福建,啤酒,主板,20030226
2101,600575.SH,600575,淮河能源,安徽,铁路,主板,20030328
2102,600576.SH,600576,祥源文化,浙江,影视音像,主板,20030220
2103,600578.SH,600578,京能电力,北京,火力发电,主板,20020510
2104,600579.SH,600579,克劳斯,山东,化工机械,主板,20020809
2105,600581.SH,600581,八一钢铁,新疆,普钢,主板,20020816
2106,600587.SH,600587,新华医疗,山东,医疗保健,主板,20020927
2107,600589.SH,600589,ST榕泰,广东,塑料,主板,20010612
2108,600590.SH,600590,泰豪科技,江西,电气设备,主板,20020703
2109,600592.SH,600592,龙溪股份,福建,机械基件,主板,20020805
2110,600593.SH,600593,大连圣亚,辽宁,旅游服务,主板,20020711
2111,600594.SH,600594,益佰制药,贵州,中成药,主板,20040323
2112,600595.SH,600595,中孚实业,河南,铝,主板,20020626
2113,600599.SH,600599,ST熊猫,湖南,化工原料,主板,20010828
2114,600601.SH,600601,*ST方科,上海,元器件,主板,19901219
2115,600602.SH,600602,云赛智联,上海,软件服务,主板,19901219
2116,600603.SH,600603,广汇物流,四川,区域地产,主板,19920113
2117,600604.SH,600604,市北高新,上海,园区开发,主板,19920327
2118,600605.SH,600605,汇通能源,上海,房产服务,主板,19920327
2119,600606.SH,600606,绿地控股,上海,建筑工程,主板,19920327
2120,600608.SH,600608,ST沪科,上海,商贸代理,主板,19920327
2121,600609.SH,600609,金杯汽车,辽宁,汽车配件,主板,19920724
2122,600610.SH,600610,中毅达,贵州,化工原料,主板,19920805
2123,600611.SH,600611,大众交通,上海,公共交通,主板,19920807
2124,600613.SH,600613,神奇制药,上海,中成药,主板,19920820
2125,600615.SH,600615,丰华股份,重庆,小金属,主板,19920910
2126,600616.SH,600616,金枫酒业,上海,红黄酒,主板,19920929
2127,600617.SH,600617,国新能源,山西,供气供热,主板,19921013
2128,600618.SH,600618,氯碱化工,上海,化工原料,主板,19921113
2129,600619.SH,600619,海立股份,上海,家用电器,主板,19921116
2130,600620.SH,600620,天宸股份,上海,综合类,主板,19921117
2131,600621.SH,600621,华鑫股份,上海,证券,主板,19921202
2132,600622.SH,600622,光大嘉宝,上海,区域地产,主板,19921203
2133,600623.SH,600623,华谊集团,上海,化工原料,主板,19921204
2134,600624.SH,600624,复旦复华,上海,化学制药,主板,19930105
2135,600626.SH,600626,申达股份,上海,汽车配件,主板,19930107
2136,600628.SH,600628,新世界,上海,百货,主板,19930119
2137,600629.SH,600629,华建集团,上海,建筑工程,主板,19930209
2138,600630.SH,600630,龙头股份,上海,纺织,主板,19930209
2139,600633.SH,600633,浙数文化,浙江,互联网,主板,19930304
2140,600636.SH,600636,国新文化,上海,文教休闲,主板,19930316
2141,600637.SH,600637,东方明珠,上海,影视音像,主板,19930316
2142,600638.SH,600638,新黄浦,上海,区域地产,主板,19930326
2143,600640.SH,600640,国脉文化,上海,影视音像,主板,19930407
2144,600642.SH,600642,申能股份,上海,火力发电,主板,19930416
2145,600644.SH,600644,乐山电力,四川,水力发电,主板,19930426
